source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
IX.DEV.GOODS.GCC,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GOODS.OAPI,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GOODS.PCT,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.ARIPO,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.EAPO,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.EPO,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.GCC,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.OAPI,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ICT.PCT,IX,Index,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.ARIPO,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.EAPO,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.EPO,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.GCC,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.OAPI,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.MAN.PCT,IX,Index,DEV,Development of environment-related technologies,MAN,Environmental management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.ARIPO,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.EAPO,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.EPO,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.GCC,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.OAPI,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.OCEAN.PCT,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.ARIPO,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.EAPO,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.EPO,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.GCC,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.OAPI,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.TRA.PCT,IX,Index,DEV,Development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
